InvestorLoanIdentifier,SRPPricingSequence,ExceptionPricingIndicator,FundedSRPProceeds,GrossSRPAmount,GrossSRPPercent,NetSRPAmount,NetSRPPercent,ServicerFeesDescription,ServicerFeesItemizedAmount,ServicerFees,BaseSRPAttributeAmortizationTerm,BaseSRPAttributeAmortizationType,BaseSRPAttributeLoanType,BaseSRPAdjustment,SRPHoldbackAmount,SRPHoldbackPercent,SRPAttributeAdjustment,SRPAttributeType,SRPAttributeValue,SRPGridIdentifier
4033528965,1,false,1818.58,3524.50,1.40000,3450.34,1.37054,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0125,Debt To Income,46.0,1VKaS4pO
4033528965,2,false,1818.58,3524.50,1.40000,3450.34,1.37054,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,1VKaS4pO
4033528965,3,false,1818.58,3524.50,1.40000,3450.34,1.37054,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.175,UPB Par Spread,251750.0/0.00,1VKaS4pO
4033528965,4,false,1818.58,3524.50,1.40000,3450.34,1.37054,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.05,State,FL,1VKaS4pO
4033528965,5,false,1818.58,3524.50,1.40000,3450.34,1.37054,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0625,LTV,95.0,1VKaS4pO
4033531842,6,false,3701.49,4896.83,1.22500,4822.67,1.20645,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,j9suwUQg
4033531842,7,false,3701.49,4896.83,1.22500,4822.67,1.20645,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.05,State,NC,j9suwUQg
4033531842,8,false,3701.49,4896.83,1.22500,4822.67,1.20645,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.0875,UPB Par Spread,399741.0/0.375,j9suwUQg
4033531842,9,false,3701.49,4896.83,1.22500,4822.67,1.20645,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0625,LTV,95.0,j9suwUQg
4033533017,10,false,3108.78,5158.40,1.00750,5084.24,0.99302,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,j9suwUQg
4033533017,11,false,3108.78,5158.40,1.00750,5084.24,0.99302,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0125,Debt To Income,48.0,j9suwUQg
4033533017,12,false,3108.78,5158.40,1.00750,5084.24,0.99302,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.03,State,NY,j9suwUQg
4033533017,13,false,3108.78,5158.40,1.00750,5084.24,0.99302,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.025,Special Feature Code,212,j9suwUQg
4033533017,14,false,3108.78,5158.40,1.00750,5084.24,0.99302,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0625,Credit Score,663,j9suwUQg
4033533017,15,false,3108.78,5158.40,1.00750,5084.24,0.99302,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.0375,UPB Par Spread,512000.0/0.375,j9suwUQg
4033533017,16,false,3108.78,5158.40,1.00750,5084.24,0.99302,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.15,LTV,80.0,j9suwUQg
4033533165,17,false,2469.10,4762.80,1.40000,4688.64,1.37820,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,j9suwUQg
4033533165,18,false,2469.10,4762.80,1.40000,4688.64,1.37820,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.2125,UPB Par Spread,340200.0/-0.125,j9suwUQg
4033533165,19,false,2469.10,4762.80,1.40000,4688.64,1.37820,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.05,State,FL,j9suwUQg
4033533165,20,false,2469.10,4762.80,1.40000,4688.64,1.37820,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.025,Special Feature Code,212,j9suwUQg
4033533165,21,false,2469.10,4762.80,1.40000,4688.64,1.37820,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0875,LTV,62.0,j9suwUQg
4033535621,22,false,979.80,5374.26,0.81800,5300.10,0.80671,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,ARM,Conventional,0.85,0.00,0.00000,,Escrow Indicator,true,j9suwUQg
4033535621,23,false,979.80,5374.26,0.81800,5300.10,0.80671,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,ARM,Conventional,0.85,0.00,0.00000,-0.102,LTV,66.0,j9suwUQg
4033535621,24,false,979.80,5374.26,0.81800,5300.10,0.80671,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,ARM,Conventional,0.85,0.00,0.00000,-0.1,State,MA,j9suwUQg
4033535621,25,false,979.80,5374.26,0.81800,5300.10,0.80671,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,ARM,Conventional,0.85,0.00,0.00000,0.1785,UPB Par Spread,657000.0/-0.875,j9suwUQg
4033535621,26,false,979.80,5374.26,0.81800,5300.10,0.80671,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,ARM,Conventional,0.85,0.00,0.00000,-0.0085,Debt To Income,49.0,j9suwUQg
4033536439,27,false,-4450.61,6140.22,1.37000,6066.06,1.35345,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.125,LTV,90.0,RxiiW5TI
4033536439,28,false,-4450.61,6140.22,1.37000,6066.06,1.35345,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,RxiiW5TI
4033536439,29,false,-4450.61,6140.22,1.37000,6066.06,1.35345,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.2375,UPB Par Spread,448191.0/-0.50,RxiiW5TI
4033536439,30,false,-4450.61,6140.22,1.37000,6066.06,1.35345,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.03,State,ID,RxiiW5TI
4033536439,31,false,-4450.61,6140.22,1.37000,6066.06,1.35345,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.0375,Special Feature Code,"=""009""",RxiiW5TI
4033536527,32,false,775.91,6145.31,1.43750,6071.15,1.42015,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,O6w5VTCc
4033536527,33,false,775.91,6145.31,1.43750,6071.15,1.42015,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.05,State,FL,O6w5VTCc
4033536527,34,false,775.91,6145.31,1.43750,6071.15,1.42015,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.2,UPB Par Spread,427500.0/-0.375,O6w5VTCc
4033536527,35,false,775.91,6145.31,1.43750,6071.15,1.42015,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0625,LTV,95.0,O6w5VTCc
4033536596,36,false,2093.54,5106.22,1.54500,5032.06,1.52256,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,RxiiW5TI
4033536596,37,false,2093.54,5106.22,1.54500,5032.06,1.52256,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0875,LTV,56.0,RxiiW5TI
4033536596,38,false,2093.54,5106.22,1.54500,5032.06,1.52256,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.375,UPB Par Spread,330500.0/-1.375,RxiiW5TI
4033536596,39,false,2093.54,5106.22,1.54500,5032.06,1.52256,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.03,State,ID,RxiiW5TI
4033536596,40,false,2093.54,5106.22,1.54500,5032.06,1.52256,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.0375,Special Feature Code,"=""009""",RxiiW5TI
4033536775,41,false,2569.71,4624.96,1.23250,4550.80,1.21274,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,O6w5VTCc
4033536775,42,false,2569.71,4624.96,1.23250,4550.80,1.21274,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.0875,UPB Par Spread,375250.0/0.365,O6w5VTCc
4033536775,43,false,2569.71,4624.96,1.23250,4550.80,1.21274,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.03,State,NY,O6w5VTCc
4033536775,44,false,2569.71,4624.96,1.23250,4550.80,1.21274,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0625,LTV,95.0,O6w5VTCc
4033536775,45,false,2569.71,4624.96,1.23250,4550.80,1.21274,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0125,Debt To Income,49.0,O6w5VTCc
4033536857,46,false,3791.12,6061.15,1.04600,5989.15,1.03357,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;72;0,72.00,360,ARM,Conventional,0.95,0.00,0.00000,,Escrow Indicator,true,Vq3KhZnp
4033536857,47,false,3791.12,6061.15,1.04600,5989.15,1.03357,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;72;0,72.00,360,ARM,Conventional,0.95,0.00,0.00000,-0.17,State,OR,Vq3KhZnp
4033536857,48,false,3791.12,6061.15,1.04600,5989.15,1.03357,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;72;0,72.00,360,ARM,Conventional,0.95,0.00,0.00000,0.3135,UPB Par Spread,579460.0/-2.00,Vq3KhZnp
4033536857,49,false,3791.12,6061.15,1.04600,5989.15,1.03357,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;72;0,72.00,360,ARM,Conventional,0.95,0.00,0.00000,-0.0475,LTV,95.0,Vq3KhZnp
4033537998,50,false,1288.18,2141.20,1.01000,2067.04,0.97502,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.2,UPB Par Spread,212000.0/0.000,O6w5VTCc
4033537998,51,false,1288.18,2141.20,1.01000,2067.04,0.97502,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,O6w5VTCc
4033537998,52,false,1288.18,2141.20,1.01000,2067.04,0.97502,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.25,Special Feature Code,235,O6w5VTCc
4033537998,53,false,1288.18,2141.20,1.01000,2067.04,0.97502,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.04,State,MO,O6w5VTCc
4033537998,54,false,1288.18,2141.20,1.01000,2067.04,0.97502,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.15,LTV,80.0,O6w5VTCc
4033538033,55,false,1598.84,3284.54,1.31500,3210.38,1.28531,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,O6w5VTCc
4033538033,56,false,1598.84,3284.54,1.31500,3210.38,1.28531,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.06,State,KS,O6w5VTCc
4033538033,57,false,1598.84,3284.54,1.31500,3210.38,1.28531,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.2125,UPB Par Spread,249775.0/-0.125,O6w5VTCc
4033538033,58,false,1598.84,3284.54,1.31500,3210.38,1.28531,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0375,LTV,97.0,O6w5VTCc
4033538033,59,false,1598.84,3284.54,1.31500,3210.38,1.28531,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.05,Special Feature Code,900,O6w5VTCc
4033538041,60,false,3265.88,4835.08,1.38500,4760.92,1.36376,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,O6w5VTCc
4033538041,61,false,3265.88,4835.08,1.38500,4760.92,1.36376,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.04,State,MO,O6w5VTCc
4033538041,62,false,3265.88,4835.08,1.38500,4760.92,1.36376,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0375,LTV,97.0,O6w5VTCc
4033538041,63,false,3265.88,4835.08,1.38500,4760.92,1.36376,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.2125,UPB Par Spread,349103.0/-0.135,O6w5VTCc
4033538054,64,false,-2829.50,2017.01,1.34750,1942.85,1.29796,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,O6w5VTCc
4033538054,65,false,-2829.50,2017.01,1.34750,1942.85,1.29796,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0125,Credit Score,809,O6w5VTCc
4033538054,66,false,-2829.50,2017.01,1.34750,1942.85,1.29796,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.04,State,MO,O6w5VTCc
4033538054,67,false,-2829.50,2017.01,1.34750,1942.85,1.29796,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0875,LTV,30.0,O6w5VTCc
4033538054,68,false,-2829.50,2017.01,1.34750,1942.85,1.29796,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.2375,UPB Par Spread,149685.03/-0.135,O6w5VTCc
4033538055,69,false,1343.89,2634.25,1.28500,2560.09,1.24882,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,O6w5VTCc
4033538055,70,false,1343.89,2634.25,1.28500,2560.09,1.24882,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.04,State,MO,O6w5VTCc
4033538055,71,false,1343.89,2634.25,1.28500,2560.09,1.24882,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.05,Special Feature Code,900,O6w5VTCc
4033538055,72,false,1343.89,2634.25,1.28500,2560.09,1.24882,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.025,Debt To Income,50.0,O6w5VTCc
4033538055,73,false,1343.89,2634.25,1.28500,2560.09,1.24882,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0625,LTV,94.0,O6w5VTCc
4033538055,74,false,1343.89,2634.25,1.28500,2560.09,1.24882,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.2125,UPB Par Spread,205000.0/-0.250,O6w5VTCc
4033538059,75,false,2408.76,4027.32,1.27750,3953.16,1.25398,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,O6w5VTCc
4033538059,76,false,2408.76,4027.32,1.27750,3953.16,1.25398,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.06,State,KS,O6w5VTCc
4033538059,77,false,2408.76,4027.32,1.27750,3953.16,1.25398,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0375,LTV,97.0,O6w5VTCc
4033538059,78,false,2408.76,4027.32,1.27750,3953.16,1.25398,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.05,Special Feature Code,900,O6w5VTCc
4033538059,79,false,2408.76,4027.32,1.27750,3953.16,1.25398,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.175,UPB Par Spread,315250.0/0.000,O6w5VTCc
4033538061,80,false,2233.40,2680.42,0.99000,2606.26,0.96261,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,O6w5VTCc
4033538061,81,false,2233.40,2680.42,0.99000,2606.26,0.96261,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.25,Special Feature Code,235,O6w5VTCc
4033538061,82,false,2233.40,2680.42,0.99000,2606.26,0.96261,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.06,State,KS,O6w5VTCc
4033538061,83,false,2233.40,2680.42,0.99000,2606.26,0.96261,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0625,LTV,95.0,O6w5VTCc
