InvestorLoanIdentifier,SRPPricingSequence,ExceptionPricingIndicator,FundedSRPProceeds,GrossSRPAmount,GrossSRPPercent,NetSRPAmount,NetSRPPercent,ServicerFeesDescription,ServicerFeesItemizedAmount,ServicerFees,BaseSRPAttributeAmortizationTerm,BaseSRPAttributeAmortizationType,BaseSRPAttributeLoanType,BaseSRPAdjustment,SRPHoldbackAmount,SRPHoldbackPercent,SRPAttributeAdjustment,SRPAttributeType,SRPAttributeValue,SRPGridIdentifier
4033538061,84,false,2233.40,2680.42,0.99000,2606.26,0.96261,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0125,Debt To Income,49.0,O6w5VTCc
4033538061,85,false,2233.40,2680.42,0.99000,2606.26,0.96261,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.125,UPB Par Spread,270750.0/0.250,O6w5VTCc
4033538064,86,false,1907.42,2497.26,1.35500,2423.10,1.31476,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0125,Credit Score,805,O6w5VTCc
4033538064,87,false,1907.42,2497.26,1.35500,2423.10,1.31476,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,O6w5VTCc
4033538064,88,false,1907.42,2497.26,1.35500,2423.10,1.31476,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.02,State,NE,O6w5VTCc
4033538064,89,false,1907.42,2497.26,1.35500,2423.10,1.31476,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0375,LTV,97.0,O6w5VTCc
4033538064,90,false,1907.42,2497.26,1.35500,2423.10,1.31476,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.05,Special Feature Code,900,O6w5VTCc
4033538064,91,false,1907.42,2497.26,1.35500,2423.10,1.31476,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.225,UPB Par Spread,184300.0/-0.125,O6w5VTCc
4033538066,92,false,610.84,1391.20,1.27750,1317.04,1.20940,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.125,LTV,90.0,O6w5VTCc
4033538066,93,false,610.84,1391.20,1.27750,1317.04,1.20940,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,O6w5VTCc
4033538066,94,false,610.84,1391.20,1.27750,1317.04,1.20940,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0125,Debt To Income,47.0,O6w5VTCc
4033538066,95,false,610.84,1391.20,1.27750,1317.04,1.20940,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.06,State,KS,O6w5VTCc
4033538066,96,false,610.84,1391.20,1.27750,1317.04,1.20940,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.225,UPB Par Spread,108900.0/-0.125,O6w5VTCc
4033538071,97,false,392.59,922.00,0.73760,847.84,0.67827,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,180,Fixed,Conventional,1.08,0.00,0.00000,,Escrow Indicator,true,O6w5VTCc
4033538071,98,false,392.59,922.00,0.73760,847.84,0.67827,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,180,Fixed,Conventional,1.08,0.00,0.00000,-0.216,Special Feature Code,235,O6w5VTCc
4033538071,99,false,392.59,922.00,0.73760,847.84,0.67827,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,180,Fixed,Conventional,1.08,0.00,0.00000,-0.0756,LTV,34.0,O6w5VTCc
4033538071,100,false,392.59,922.00,0.73760,847.84,0.67827,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,180,Fixed,Conventional,1.08,0.00,0.00000,-0.04,State,TN,O6w5VTCc
4033538071,101,false,392.59,922.00,0.73760,847.84,0.67827,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,180,Fixed,Conventional,1.08,0.00,0.00000,-0.0108,UPB Par Spread,125000.0/1.250,O6w5VTCc
4033538076,102,false,1087.45,1478.34,1.30250,1404.18,1.23716,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,O6w5VTCc
4033538076,103,false,1087.45,1478.34,1.30250,1404.18,1.23716,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.06,State,KS,O6w5VTCc
4033538076,104,false,1087.45,1478.34,1.30250,1404.18,1.23716,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0875,LTV,58.0,O6w5VTCc
4033538076,105,false,1087.45,1478.34,1.30250,1404.18,1.23716,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.2125,UPB Par Spread,113500.0/0.000,O6w5VTCc
4033538076,106,false,1087.45,1478.34,1.30250,1404.18,1.23716,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0125,Debt To Income,49.0,O6w5VTCc
4033538100,107,false,-236.51,732.05,1.21000,657.89,1.08742,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,O6w5VTCc
4033538100,108,false,-236.51,732.05,1.21000,657.89,1.08742,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0875,LTV,39.0,O6w5VTCc
4033538100,109,false,-236.51,732.05,1.21000,657.89,1.08742,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.04,State,MO,O6w5VTCc
4033538100,110,false,-236.51,732.05,1.21000,657.89,1.08742,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.0875,UPB Par Spread,60500.0/0.000,O6w5VTCc
4033538104,111,false,2565.68,4177.73,1.17250,4103.57,1.15169,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.125,LTV,90.0,O6w5VTCc
4033538104,112,false,2565.68,4177.73,1.17250,4103.57,1.15169,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,O6w5VTCc
4033538104,113,false,2565.68,4177.73,1.17250,4103.57,1.15169,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.04,State,MO,O6w5VTCc
4033538104,114,false,2565.68,4177.73,1.17250,4103.57,1.15169,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.0875,UPB Par Spread,356310.0/0.250,O6w5VTCc
4033538147,115,false,394.76,852.59,1.14750,778.43,1.04769,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,O6w5VTCc
4033538147,116,false,394.76,852.59,1.14750,778.43,1.04769,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.0875,UPB Par Spread,74300.0/-0.250,O6w5VTCc
4033538147,117,false,394.76,852.59,1.14750,778.43,1.04769,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.04,State,MO,O6w5VTCc
4033538147,118,false,394.76,852.59,1.14750,778.43,1.04769,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.125,LTV,89.0,O6w5VTCc
4033538147,119,false,394.76,852.59,1.14750,778.43,1.04769,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.025,Special Feature Code,212,O6w5VTCc
4033538161,120,false,943.32,2147.34,1.26500,2073.18,1.22131,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.2375,UPB Par Spread,169750.0/-0.135,O6w5VTCc
4033538161,121,false,943.32,2147.34,1.26500,2073.18,1.22131,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,O6w5VTCc
4033538161,122,false,943.32,2147.34,1.26500,2073.18,1.22131,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.11,State,IN,O6w5VTCc
4033538161,123,false,943.32,2147.34,1.26500,2073.18,1.22131,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.025,Credit Score,698,O6w5VTCc
4033538161,124,false,943.32,2147.34,1.26500,2073.18,1.22131,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0375,LTV,97.0,O6w5VTCc
4033538161,125,false,943.32,2147.34,1.26500,2073.18,1.22131,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.05,Special Feature Code,900,O6w5VTCc
4033538163,126,false,3629.48,4891.55,1.35500,4817.39,1.33446,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,O6w5VTCc
4033538163,127,false,3629.48,4891.55,1.35500,4817.39,1.33446,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.02,State,MD,O6w5VTCc
4033538163,128,false,3629.48,4891.55,1.35500,4817.39,1.33446,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0625,LTV,95.0,O6w5VTCc
4033538163,129,false,3629.48,4891.55,1.35500,4817.39,1.33446,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.1875,UPB Par Spread,361000.0/-0.125,O6w5VTCc
4033538164,130,false,-707.34,1988.90,1.34750,1914.74,1.29726,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,O6w5VTCc
4033538164,131,false,-707.34,1988.90,1.34750,1914.74,1.29726,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.06,State,IL,O6w5VTCc
4033538164,132,false,-707.34,1988.90,1.34750,1914.74,1.29726,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.15,LTV,78.0,O6w5VTCc
4033538164,133,false,-707.34,1988.90,1.34750,1914.74,1.29726,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.05,Special Feature Code,900,O6w5VTCc
4033538164,134,false,-707.34,1988.90,1.34750,1914.74,1.29726,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.2375,UPB Par Spread,147598.95/-0.250,O6w5VTCc
4033538255,135,false,1753.34,2544.02,1.31000,2469.86,1.27181,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,O6w5VTCc
4033538255,136,false,1753.34,2544.02,1.31000,2469.86,1.27181,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.2125,UPB Par Spread,194200.0/0.000,O6w5VTCc
4033538255,137,false,1753.34,2544.02,1.31000,2469.86,1.27181,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.04,State,MO,O6w5VTCc
4033538255,138,false,1753.34,2544.02,1.31000,2469.86,1.27181,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.05,Special Feature Code,900,O6w5VTCc
4033538255,139,false,1753.34,2544.02,1.31000,2469.86,1.27181,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0625,LTV,93.0,O6w5VTCc
4033538260,140,false,413.19,487.35,0.85500,413.19,0.72489,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,false,O6w5VTCc
4033538260,141,false,413.19,487.35,0.85500,413.19,0.72489,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.22,State,IL,O6w5VTCc
4033538260,142,false,413.19,487.35,0.85500,413.19,0.72489,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.15,LTV,75.0,O6w5VTCc
4033538260,143,false,413.19,487.35,0.85500,413.19,0.72489,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.025,Occupancy Type,Investment Property,O6w5VTCc
4033538261,144,false,2340.96,3648.36,1.34750,3574.20,1.32011,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.15,UPB Par Spread,270750.0/0.125,O6w5VTCc
4033538261,145,false,2340.96,3648.36,1.34750,3574.20,1.32011,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,O6w5VTCc
4033538261,146,false,2340.96,3648.36,1.34750,3574.20,1.32011,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.01,State,OK,O6w5VTCc
4033538261,147,false,2340.96,3648.36,1.34750,3574.20,1.32011,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0625,LTV,95.0,O6w5VTCc
4033538263,148,false,4141.33,4634.90,1.38500,4560.74,1.36284,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,true,O6w5VTCc
4033538263,149,false,4141.33,4634.90,1.38500,4560.74,1.36284,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.2125,UPB Par Spread,334650.0/-0.135,O6w5VTCc
4033538263,150,false,4141.33,4634.90,1.38500,4560.74,1.36284,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.04,State,AR,O6w5VTCc
4033538263,151,false,4141.33,4634.90,1.38500,4560.74,1.36284,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0375,LTV,97.0,O6w5VTCc
4033539914,152,false,1129.49,1203.65,0.90500,1129.49,0.84924,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,false,QG5AAKa7
4033539914,153,false,1129.49,1203.65,0.90500,1129.49,0.84924,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.025,Loan Purpose Code,Refinance,QG5AAKa7
4033539914,154,false,1129.49,1203.65,0.90500,1129.49,0.84924,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0125,Debt To Income,47.0,QG5AAKa7
4033539914,155,false,1129.49,1203.65,0.90500,1129.49,0.84924,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.22,State,IL,QG5AAKa7
4033539914,156,false,1129.49,1203.65,0.90500,1129.49,0.84924,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.025,Special Feature Code,212,QG5AAKa7
4033539914,157,false,1129.49,1203.65,0.90500,1129.49,0.84924,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.125,UPB Par Spread,133000.0/0.74,QG5AAKa7
4033539914,158,false,1129.49,1203.65,0.90500,1129.49,0.84924,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.0125,Credit Score,801,QG5AAKa7
4033539914,159,false,1129.49,1203.65,0.90500,1129.49,0.84924,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.15,LTV,70.0,QG5AAKa7
4033539914,160,false,1129.49,1203.65,0.90500,1129.49,0.84924,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.025,Occupancy Type,Investment Property,QG5AAKa7
4033540340,161,false,13010.34,13084.50,1.07250,13010.34,1.06642,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,,Escrow Indicator,false,O6w5VTCc
4033540340,162,false,13010.34,13084.50,1.07250,13010.34,1.06642,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,0.1375,UPB Par Spread,1220000.0/-0.135,O6w5VTCc
4033540340,163,false,13010.34,13084.50,1.07250,13010.34,1.06642,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.14,State,CA,O6w5VTCc
4033540340,164,false,13010.34,13084.50,1.07250,13010.34,1.06642,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.025,Special Feature Code,212,O6w5VTCc
4033540340,165,false,13010.34,13084.50,1.07250,13010.34,1.06642,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,Fixed,Conventional,1.25,0.00,0.00000,-0.15,LTV,76.0,O6w5VTCc
4033540349,166,false,5143.03,5217.19,0.92750,5143.03,0.91432,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,ARM,Conventional,0.95,0.00,0.00000,,Escrow Indicator,false,O6w5VTCc
4033540349,167,false,5143.03,5217.19,0.92750,5143.03,0.91432,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,ARM,Conventional,0.95,0.00,0.00000,-0.0095,Debt To Income,48.0,O6w5VTCc
4033540349,168,false,5143.03,5217.19,0.92750,5143.03,0.91432,SMP Admin Fee;Tax Cert Fees;Flood Cert Fees,0;74.16;0,74.16,360,ARM,Conventional,0.95,0.00,0.00000,-0.07,State,TX,O6w5VTCc
