field_name,entity_type,data_type,requirement_type,requirement_detail,source_file
assumable,LOAN,BooleanDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
auto_pay_transferred,LOAN,BooleanDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
bankruptcy_case_number,BANKRUPTCY,NonDecimalStringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),bankruptcy_fields.py
bankruptcy_chapter,BANKRUPTCY,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),bankruptcy_fields.py
bankruptcy_court_division,BANKRUPTCY,IntDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),bankruptcy_fields.py
bankruptcy_court_state,BANKRUPTCY,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),bankruptcy_fields.py
bankruptcy_date_filed,BANKRUPTCY,DateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),bankruptcy_fields.py
bankruptcy_is_asset_case,BANKRUPTCY,BooleanDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),bankruptcy_fields.py
borrower_entity_first_name,BORROWER,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),borrower_fields.py
borrower_entity_is_deceased,BORROWER,BooleanDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),borrower_fields.py
borrower_entity_is_primary,BORROWER,BooleanDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),borrower_fields.py
borrower_entity_last_name,BORROWER,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),borrower_fields.py
borrower_entity_mailing_address_1,BORROWER,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),borrower_fields.py
borrower_entity_mailing_city,BORROWER,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),borrower_fields.py
borrower_entity_mailing_state,BORROWER,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),borrower_fields.py
borrower_entity_mailing_zipcode,BORROWER,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),borrower_fields.py
borrower_entity_tax_id,BORROWER,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),borrower_fields.py
borrower_entity_tax_id_type,BORROWER,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),borrower_fields.py
borrower_entity_type,BORROWER,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),borrower_fields.py
borrower_first_name,LOAN,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_borrower_fields.py
borrower_last_name,LOAN,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_borrower_fields.py
borrower_mailing_address_1,LOAN,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_borrower_fields.py
borrower_mailing_city,LOAN,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_borrower_fields.py
borrower_mailing_state,LOAN,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_borrower_fields.py
borrower_mailing_zipcode,LOAN,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_borrower_fields.py
borrower_tax_id_type,LOAN,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_borrower_fields.py
borrower_type,LOAN,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_borrower_fields.py
comment_body,COMMENT,TextDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),comment_fields.py
comment_datetime,COMMENT,DatetimeDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),comment_fields.py
comment_type,COMMENT,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),comment_fields.py
comment_user_id,COMMENT,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),comment_fields.py
coverage_type,INSURANCE,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),internal_onboarding_insurance_fields.py
current_actual_upb,LOAN,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
current_escrow_balance,LOAN,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),escrow_fields.py
current_interest_rate,LOAN,RateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
current_maturity_date,LOAN,DateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
current_payment_amount,LOAN,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
current_pi,LOAN,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
deferred_interest,LOAN,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_events_flags_fields.py
deferred_principal_balance,LOAN,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
document_custodian,LOAN,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
effective_transfer_date,LOAN,DateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
electronic_mortgage_note,LOAN,BooleanDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
escrow_required,LOAN,BooleanDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),escrow_fields.py
expense_amount,EXPENSE,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),expense_fields.py
expense_recoverable_code,EXPENSE,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),expense_fields.py
expense_type,EXPENSE,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),expense_fields.py
first_payment_date,LOAN,DateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
flood_certificate_date,LOAN,DateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),hazard_info_fields.py
flood_certificate_number,LOAN,NonDecimalStringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),hazard_info_fields.py
flood_certificate_provider,LOAN,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),hazard_info_fields.py
flood_zone,LOAN,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),hazard_info_fields.py
foreclosure_attorney_firm,FORECLOSURE,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),foreclosure_fields.py
foreclosure_judicial_standing,FORECLOSURE,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),foreclosure_fields.py
foreclosure_referred_date,FORECLOSURE,DateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),foreclosure_fields.py
foreclosure_status,FORECLOSURE,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),foreclosure_fields.py
gnma_pool_guaranty_fee_rate,GNMA_POOL,RateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),gnma_pool_fields.py
gnma_pool_initial_pay_date,GNMA_POOL,DateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),gnma_pool_fields.py
gnma_pool_issue_date,GNMA_POOL,DateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),gnma_pool_fields.py
gnma_pool_issue_type,GNMA_POOL,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),gnma_pool_fields.py
gnma_pool_maturity_date,GNMA_POOL,DateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),gnma_pool_fields.py
gnma_pool_number,GNMA_POOL,NonDecimalStringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),gnma_pool_fields.py
gnma_pool_original_interest_rate,GNMA_POOL,RateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),gnma_pool_fields.py
gnma_pool_original_pool_upb,GNMA_POOL,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),gnma_pool_fields.py
gnma_pool_original_security_rate,GNMA_POOL,RateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),gnma_pool_fields.py
gnma_pool_settlement_date,GNMA_POOL,DateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),gnma_pool_fields.py
gnma_pool_type,GNMA_POOL,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),gnma_pool_fields.py
hamp_step_rate,LOAN,BooleanDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
has_balloon,LOAN,BooleanDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
heloc_draw_accrual_calculation,HELOC_DRAW,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),heloc_draw_fields.py
heloc_draw_accrual_day_count_method,HELOC_DRAW,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),heloc_draw_fields.py
heloc_draw_date_start,HELOC_DRAW,DateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),heloc_draw_fields.py
heloc_draw_first_installment_date,HELOC_DRAW,DateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),heloc_draw_fields.py
heloc_draw_id,HELOC_DRAW,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),heloc_draw_fields.py
heloc_draw_initial_daily_periodic_rate,HELOC_DRAW,DecimalDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),heloc_draw_fields.py
heloc_draw_initial_unpaid_balance,HELOC_DRAW,DecimalDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),heloc_draw_fields.py
heloc_draw_interest_rate_percentage,HELOC_DRAW,DecimalDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),heloc_draw_fields.py
heloc_draw_is_initial_draw,HELOC_DRAW,BooleanDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),heloc_draw_fields.py
heloc_draw_last_installment_date,HELOC_DRAW,DateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),heloc_draw_fields.py
heloc_initial_draw_line_item_amount,HELOC_INITIAL_DRAW_LINE_ITEM,DecimalDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),heloc_initial_draw_line_item_fields.py
heloc_initial_draw_line_item_description,HELOC_INITIAL_DRAW_LINE_ITEM,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),heloc_initial_draw_line_item_fields.py
heloc_initial_draw_line_item_direction,HELOC_INITIAL_DRAW_LINE_ITEM,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),heloc_initial_draw_line_item_fields.py
heloc_initial_draw_line_item_draw_id,HELOC_INITIAL_DRAW_LINE_ITEM,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),heloc_initial_draw_line_item_fields.py
heloc_initial_draw_line_item_id,HELOC_INITIAL_DRAW_LINE_ITEM,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),heloc_initial_draw_line_item_fields.py
heloc_interest_accrual_bd_offset,HELOC_DRAW,IntDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),heloc_draw_fields.py
heloc_interest_accrual_boundary,HELOC_DRAW,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),heloc_draw_fields.py
high_cost_section_32,LOAN,BooleanDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_events_flags_fields.py
insurance_type,INSURANCE,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),internal_onboarding_insurance_fields.py
interest_accrual_frequency,LOAN,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
interest_accrual_method,LOAN,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
investor_escrow_advance_liability_balance,LOAN,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
investor_loan_id,LOAN,NonDecimalStringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
investor_pi_advance_liability_balance,LOAN,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
is_borrower_deceased,LOAN,BooleanDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_borrower_fields.py
is_transferred,LOAN,BooleanDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
last_due_date_paid,LOAN,DateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
late_charge_grace_days,LOAN,IntDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
late_charge_rate,LOAN,RateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
late_charge_type,LOAN,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
late_fee_balance,LOAN,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
lender_originator_company_name,LOAN,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
lien_position,LOAN,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
litigation,LOAN,BooleanDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_events_flags_fields.py
loan_insurance_type,LOAN,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),escrow_fields.py
loan_purpose,LOAN,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
master_servicer_escrow_advance_liability_balance,LOAN,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
master_servicer_pi_advance_liability_balance,LOAN,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
master_servicing_transfer,LOAN,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
mortgage_insurance_required,LOAN,BooleanDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_insurance_fields.py
next_due_date,LOAN,DateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
non_borrower_first_name,NON_BORROWER,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_non_borrower_fields.py
non_borrower_last_name,NON_BORROWER,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_non_borrower_fields.py
nsf_fee_balance,LOAN,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
onboarding_data_format,LOAN,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),investor_reporting_detail_fields.py
original_interest_rate,LOAN,RateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
original_loan_amount,LOAN,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
original_note_holder,LOAN,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
original_pi,LOAN,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
origination_date,LOAN,DateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
other_fee_balance,LOAN,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
payment_application_priority,LOAN,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
payment_day,LOAN,IntDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
payment_period,LOAN,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
pc_escrowed_required,INSURANCE,BooleanDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),internal_onboarding_insurance_fields.py
pc_forced_place_enabled,INSURANCE,BooleanDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),internal_onboarding_insurance_fields.py
policy_end_date,INSURANCE,DateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),internal_onboarding_insurance_fields.py
policy_number,INSURANCE,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),internal_onboarding_insurance_fields.py
policy_start_date,INSURANCE,DateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),internal_onboarding_insurance_fields.py
portfolio_sid,LOAN,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
prepayment_penalty_type,LOAN,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
previous_servicer_company_mailing_address_1,LOAN,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
previous_servicer_company_mailing_address_city,LOAN,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
previous_servicer_company_mailing_address_state,LOAN,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
previous_servicer_company_mailing_address_zipcode,LOAN,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
previous_servicer_company_name,LOAN,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
previous_servicer_company_phone_number,LOAN,PhoneNumberDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
previous_servicer_loan_id,LOAN,NonDecimalStringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
prior_tax_provider,LOAN,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
property_address_1,LOAN,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),property_fields.py
property_city,LOAN,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),property_fields.py
property_is_pre_fabricated,LOAN,BooleanDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),property_fields.py
property_occupancy_status,LOAN,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),property_fields.py
property_occupancy_type,LOAN,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),property_fields.py
property_origination_appraisal_date,LOAN,DateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),property_fields.py
property_origination_appraisal_value,LOAN,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),property_fields.py
property_state,LOAN,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),property_fields.py
property_type,LOAN,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),property_fields.py
property_zipcode,LOAN,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),property_fields.py
provider_name,INSURANCE,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),internal_onboarding_insurance_fields.py
recoverable_corporate_advance_balance,LOAN,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),investor_reporting_detail_fields.py
servicing_strip_rate_required,LOAN,BooleanDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
sfha_zone,LOAN,LiteralDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),hazard_info_fields.py
subordination,LOAN,BooleanDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_events_flags_fields.py
subservicer_escrow_advance_liability_balance,LOAN,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
subservicer_pi_advance_liability_balance,LOAN,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
suspense_balance,LOAN,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),escrow_fields.py
tax_escrow_required,LOAN,BooleanDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
third_party_recoverable_corporate_advance_balance,LOAN,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),investor_reporting_detail_fields.py
total_premium,INSURANCE,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),internal_onboarding_insurance_fields.py
transaction_amount,TRANSACTION,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),transaction_fields.py
transaction_description,TRANSACTION,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),transaction_fields.py
transaction_escrow_amount,TRANSACTION,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),transaction_fields.py
transaction_interest_amount,TRANSACTION,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),transaction_fields.py
transaction_principal_amount,TRANSACTION,CurrencyDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),transaction_fields.py
transaction_process_date,TRANSACTION,DateDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),transaction_fields.py
transaction_sequence_number,TRANSACTION,IntDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),transaction_fields.py
undergoing_assumption,LOAN,BooleanDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_events_flags_fields.py
valon_expense_id,EXPENSE,StringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),expense_fields.py
valon_loan_number,LOAN,NonDecimalStringDataDictField,ALWAYS_REQUIRED,BooleanRequired(True),loan_fields.py
account_number,LOAN,NonDecimalStringDataDictField,CONDITIONALLY_REQUIRED,DependencyFieldIsTrue,loan_fields.py
account_type,LOAN,LiteralDataDictField,CONDITIONALLY_REQUIRED,DependencyFieldIsTrue,loan_fields.py
amortization_term,LOAN,IntDataDictField,CONDITIONALLY_REQUIRED,DependencyFieldValueNotInSet,loan_fields.py
annual_mip_rate,LOAN,PercentageDataDictField,CONDITIONALLY_REQUIRED,DependencyFieldValueEqualsTarget,gnma_fields.py
application_date,LOAN,DateDataDictField,CONDITIONALLY_REQUIRED,DependencyFieldIsTrue,loan_fields.py
arm_carryover,LOAN,RateDataDictField,CONDITIONALLY_REQUIRED,DependencyFieldValueInSet; DependencyFieldValueNotInSet,arm_loan_fields.py
arm_carryover_type,LOAN,LiteralDataDictField,CONDITIONALLY_REQUIRED,DependencyFieldValueInSet,arm_loan_fields.py
arm_current_period_interest_rate,LOAN,RateDataDictField,CONDITIONALLY_REQUIRED,DependencyFieldValueInSet,arm_loan_fields.py
arm_current_period_pi_amount,LOAN,CurrencyDataDictField,CONDITIONALLY_REQUIRED,DependencyFieldValueInSet,arm_loan_fields.py
arm_first_max_per_change,LOAN,RateDataDictField,CONDITIONALLY_REQUIRED,DependencyFieldValueInSet,arm_loan_fields.py
arm_first_min_per_change,LOAN,RateDataDictField,CONDITIONALLY_REQUIRED,DependencyFieldValueInSet,arm_loan_fields.py
arm_first_payment_change_date,LOAN,DateDataDictField,CONDITIONALLY_REQUIRED,DependencyFieldValueInSet,arm_loan_fields.py
arm_index,LOAN,LiteralDataDictField,CONDITIONALLY_REQUIRED,DependencyFieldValueInSet,arm_loan_fields.py
arm_index_round_method,LOAN,LiteralDataDictField,CONDITIONALLY_REQUIRED,DependencyFieldValueInSet,arm_loan_fields.py
arm_index_rounding_factor,LOAN,RateDataDictField,CONDITIONALLY_REQUIRED,DependencyFieldValueInSet,arm_loan_fields.py
arm_lifetime_max_rate,LOAN,RateDataDictField,CONDITIONALLY_REQUIRED,DependencyFieldValueInSet,arm_loan_fields.py
arm_lifetime_min_rate,LOAN,RateDataDictField,CONDITIONALLY_REQUIRED,DependencyFieldValueInSet,arm_loan_fields.py
arm_look_back_period_days,LOAN,IntDataDictField,CONDITIONALLY_REQUIRED,DependencyFieldValueInSet; DependencyFieldValueInSet,arm_loan_fields.py
arm_look_back_period_months,LOAN,IntDataDictField,CONDITIONALLY_REQUIRED,DependencyFieldValueInSet; DependencyFieldValueInSet,arm_loan_fields.py
arm_look_back_period_time_unit,LOAN,LiteralDataDictField,CONDITIONALLY_REQUIRED,DependencyFieldValueInSet,arm_loan_fields.py
arm_margin,LOAN,RateDataDictField,CONDITIONALLY_REQUIRED,DependencyFieldValueInSet,arm_loan_fields.py
arm_next_payment_change_date,LOAN,DateDataDictField,CONDITIONALLY_REQUIRED,DependencyFieldValueInSet,arm_loan_fields.py
arm_payment_change_frequency_thereafter,LOAN,IntDataDictField,CONDITIONALLY_REQUIRED,DependencyFieldValueInSet,arm_loan_fields.py
